"county, state",logist params,logist max error,exp params,exp max error,first case
"Calhoun, Michigan",[0 0 0 0 0],0.0,[ 16.49914529   0.078625   -16.5435836 ],0.07640474209765685,2020-03-21
"Cass, Michigan",[ -6.71770373 -17.69757806   8.9205246   18.73677865   7.473683  ],32452072216.516346,[ 15.28471684   0.03248678 -13.22798719],0.032909355847831674,2020-03-27
"Charlevoix, Michigan",[20.01232243 -0.12889068 15.70433595  1.81065296  0.19118992],2182053892050.5938,[ 3.94182694  0.04216962 -3.59861798],0.009163282478578042,2020-03-13
"Cheboygan, Michigan",[ 0.13025889 -0.45456242 12.02182724  9.70710455 -0.65618152],105547927770868.98,"[0, 0, 0]",0.0,2020-03-29
"Chippewa, Michigan",[ 62.27184324  -0.21869037  86.03621421 -50.41855716 -84.97616242],727680295324.6609,[-1.34718108e-05  3.74783547e-01  1.05161824e+00],0.3812562203833231,2020-03-23
"Clare, Michigan",[-39.1223406  -31.16815393  20.49068279  26.77554595   2.07688473],0.003212172445742113,[0.38433171 0.09970295 0.33423907],0.00416359903557536,2020-03-21
"Clinton, Michigan",[ 52.41767237  -0.27497084 104.3737099    1.4867325   -0.97515398],24356937996422.91,[ 8.80683248e+01  3.17678256e-02 -9.70124867e+01],1.3731650209154194,2020-03-19
"Crawford, Michigan",[-16.83141532 -23.87941021  18.78262975  28.02280796   4.75003793],0.06610000000383723,[ 0.45979816  0.19143423 -0.15362225],0.022917818855147973,2020-03-27
"Delta, Michigan",[ 3.40296742 -0.33808652 12.32979883 -1.17878369 -3.01104964],2969893567.3558292,"[0, 0, 0]",0.0,2020-03-30
"Dickinson, Michigan",[ 9.32157411 -0.85693758  2.09741173  4.37713898  0.94605845],80651910166610.47,"[0, 0, 0]",0.0,2020-03-27
"Eaton, Michigan",[132.62835042  -0.3992618   73.61638518   2.09062714   0.86304916],532669556083848.5,[ 1.61215656e+02  1.72741329e-02 -1.70043974e+02],1.7136913838403416,2020-03-19
"Emmet, Michigan",[ 2.00445906 -0.28792152 22.01957912 12.65327306  1.41172764],1037101201614.7759,[ 13.00553459   0.04351635 -13.13921378],0.07216293884736223,2020-03-22
"Genesee, Michigan","[ 3.16703065e+00 -2.22121855e-01  1.25965726e+03  1.31775534e+01
 -2.85861307e+01]",63585489908.27246,[ 3.59716041e+02  5.52719120e-02 -4.32293017e+02],57.88463822667755,2020-03-19
"Gladwin, Michigan","[ 7.18941174e+01 -3.55302285e-02  2.20671380e+03  6.70190310e+01
 -1.44021703e+00]",1767302956038508.8,[ 2.8414925   0.03539383 -1.4480396 ],0.01015535455148786,2020-03-22
"Gogebic, Michigan",[ 46.83267551  -0.20758689   4.75354685 -13.59579373  -0.54596451],354831346813171.4,"[0, 0, 0]",0.0,2020-03-26
"Grand Traverse, Michigan",[ 0.71168595 -0.24438044 17.96047728 11.85077724  0.0541944 ],7791006745905.113,"[0, 0, 0]",0.0,2020-03-22
"Gratiot, Michigan",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-27
"Hillsdale, Michigan",[13.59273138 -0.31535547 83.50215869  3.78573494  0.63646034],3851740305523.2026,[ 1.86513539e+02  1.85354576e-02 -1.91689418e+02],0.8789387599026668,2020-03-24
"Houghton, Michigan",[-42.80616454 -99.83236897  12.38922371  34.14928033   1.17647071],0.0004844290657439949,[4.73795662e-06 7.69972152e-01 1.06019099e+00],0.029874992151127076,2020-03-30
"Huron, Michigan",[-16.61617402 -49.56167465  18.03653948  29.05687897   4.0999543 ],0.006106666672234958,"[0, 0, 0]",0.0,2020-03-27
"Ingham, Michigan","[ 5.01818421e+00 -2.67547228e-01  2.72339762e+02  1.57243183e+01
 -2.07871186e+00]",259707219056.34436,[ 8.09269529e+01  4.77044578e-02 -1.06003941e+02],8.25119144134121,2020-03-12
"Ionia, Michigan",[ 1.98771469 -0.18054242 23.43345779 10.02738401 -0.04149473],5890987256121.412,[ 12.48672859   0.0429444  -11.26845776],0.02286016275283329,2020-03-26
"Iosco, Michigan",[-17.75277457  -8.22473155  18.9689242   26.59839967   2.49982122],0.005080213978952234,[ 2.11396107e+01  9.00795134e-03 -2.07746492e+01],0.01916324530935122,2020-03-25
"Iron, Michigan",,,,,
"Isabella, Michigan",[ 8.35539105 -0.42518224 42.01553302  9.87362701  3.46396444],19474084106128.754,[ 10.08125857   0.08047058 -10.49771718],0.28697930895370166,2020-03-24
"Jackson, Michigan","[ 3.54369137e+00 -1.78628223e-01  2.50974853e+02  1.42617202e+01
 -9.05834222e+00]",254871263853.6638,[ 4.82822996e+01  5.87917994e-02 -6.04522358e+01],1.0660604715284814,2020-03-17
"Kalamazoo, Michigan",[  1.76737812  -0.14943141 143.84923148  10.63633887 -13.27141688],884277542152.5079,[ 1.39622533e+02  2.42964634e-02 -1.41126949e+02],0.21438782320468716,2020-03-23
"Kalkaska, Michigan",[-15.64300254 -12.09850929  18.70832861  29.17855237   8.04342794],0.03700063012534884,[ 4.25010117e+01  1.23897957e-02 -4.08278310e+01],0.022677031550352292,2020-03-24
"Kent, Michigan","[ 6.36084044e+00 -1.26824633e-01  6.07206092e+02  1.63178840e+01
 -1.54255920e+01]",178234024038.0957,[ 42.48306122   0.06716222 -54.31870531],1.231865985060965,2020-03-12
"Keweenaw, Michigan",,,,,
"Lake, Michigan","[ 2.30802600e-08 -1.94373158e+00  1.29447893e+00  1.04069465e+01
  7.89305856e-01]",inf,"[0, 0, 0]",0.0,2020-04-11
"Lapeer, Michigan",[  2.8490759   -0.2871316  140.88900881  11.59933886  -1.87798139],45472644039.28892,[ 31.53470962   0.07698744 -38.69450495],1.0706267167684114,2020-03-24
"Leelanau, Michigan",[26.4286669  -1.6737267   3.16842608 22.63285824  0.99314279],169744700524484.75,[0.07675207 0.12407746 0.67963424],0.0038592909255696045,2020-03-13
"Lenawee, Michigan",[0 0 0 0 0],0.0,[ 5.42974526e+02  4.27825271e-03 -5.39585752e+02],0.08549074635892692,2020-03-25
"Livingston, Michigan","[ 2.22304367e+00 -1.48525509e-01  3.37028116e+02  1.17627266e+01
 -2.99594372e+01]",1358948044657.201,[ 2.36737556e+02  2.83471202e-02 -2.51494652e+02],2.2874754157947894,2020-03-19
"Luce, Michigan","[ 2.35678424e+01 -4.84674543e-13  2.18158347e+00  2.01731762e+01
  9.11201666e-01]",1.2305752305481516e-05,[-3.52696388e-15  9.99999998e-01  9.99999999e-01],7.210883893243493e-16,2020-03-25
"Mackinac, Michigan",[ 5.98954193 -0.59611185  3.02049865  2.36760754  1.10342828],22072326813545.496,"[0, 0, 0]",0.0,2020-04-01
"Macomb, Michigan",[   4.72392009  -28.16188583 2455.27817118   19.95530317  283.47021547],852.5832329004354,[ 6.48717064e+02  6.19619989e-02 -9.02331956e+02],604.2299783415406,2020-03-13
"Manistee, Michigan",[-17.44074889 -12.29466758  19.24423327  28.79242281   4.78229442],0.03458097060385992,[ 8.06111591  0.04200705 -8.51590741],0.07618273882301058,2020-03-24
"Marquette, Michigan",[ 1.68045077 -0.29886425 27.43783906  9.64681682 -0.60591377],1023744557051.8655,[ 4.60808617e+01  2.36208415e-02 -4.76262841e+01],0.1119010617368935,2020-03-25
"Mason, Michigan",[ 0.15137987 -0.59912182  2.7738727   8.75574717  0.81568066],416267072550064.94,[ 0.84491042  0.16490852 -0.00849439],0.011518976410873159,2020-04-07
"Mecosta, Michigan",[-16.40962687 -23.384746    18.73857597  28.35337505   5.99999469],0.03785714285721321,[ 6.65089585e+01  8.64386943e-03 -6.66130586e+01],0.03326254953491217,2020-03-26
"Menominee, Michigan",[ 0.55647364 -1.88528487 49.9991736  17.44265584  1.        ],3.2315923101270942,[-6.52865280e-12  1.00164766e+00  1.00000000e+00],inf,2020-04-10
"Midland, Michigan",[ 3.09550214 -0.17337477 42.52416729 12.38099803  1.24345975],543948346411.64667,[ 14.96719816   0.0454431  -13.75674229],0.0396068885963135,2020-03-19
"Missaukee, Michigan",[-21.8410467   -1.18072038  18.41984435  74.56695484   1.04762041],0.00011337868481191071,"[0, 0, 0]",0.0,2020-03-26
"Monroe, Michigan","[ 4.23895808e+00 -2.17811213e-01  2.32991725e+02  1.55784782e+01
 -2.57331050e+00]",7426464055.071488,[ 4.76562982e+01  5.65146651e-02 -6.23903715e+01],2.3498897918781076,2020-03-14
"Montcalm, Michigan",[24.70872526 -0.28839035 22.93306677 11.71246408  0.68138571],55772394794788.66,[ 4.10932342  0.06018586 -5.26400826],0.06056186784250025,2020-03-12
"Montmorency, Michigan",[-0.41536667 -1.5976336  50.23535445 16.45905014  1.        ],inf,[-8.52202447e-10  8.90696641e-01  1.00000000e+00],inf,2020-04-13
"Muskegon, Michigan",[0 0 0 0 0],0.0,[ 18.27271405   0.07611148 -17.02290725],0.31701311452204883,2020-03-23
"Newaygo, Michigan",[-17.90301578 -11.95981198  17.80309111  29.99582167   2.79170374],0.008592836275491754,[0.21316727 0.1521987  0.76117125],0.006701705548345103,2020-03-23
"Oakland, Michigan","[ 5.51992673e+00 -1.98447323e-01  6.31439014e+03  1.73261346e+01
 -8.59790033e+01]",9860645032.73332,[ 8.74830508e+02  5.91860141e-02 -1.26464464e+03],1145.3111652261723,2020-03-10
"Oceana, Michigan",[-17.15185481  -8.97306824  18.63355523  25.20742321   2.47618493],0.001337868480802451,"[0, 0, 0]",0.0,2020-03-26
"Ogemaw, Michigan",[16.14670598 -0.14303327  5.08926726 -8.34662032  0.19631761],209346829930109.88,[ 2.46039437e+01  6.24551587e-03 -2.36368915e+01],0.022265072397810098,2020-03-26
"Ontonagon, Michigan",[-0.41536667 -1.5976336  50.23535445 16.45905014  1.        ],inf,[-8.52202447e-10  8.90696641e-01  1.00000000e+00],inf,2020-04-05
"Osceola, Michigan",[-16.67596031 -49.67999892  17.35564631  29.18277405   3.21054942],0.003482390187516375,"[0, 0, 0]",0.0,2020-03-28
"Oscoda, Michigan",[27.04511525 -1.33159037  2.05804191  7.04692708  1.98120334],2293506429182177.5,[0.64549335 0.11017908 1.07738672],0.00833003858187563,2020-03-31
"Otsego, Michigan",[ 7.65629503 -0.16570895 42.06014163  1.50884741 -4.76920761],10686323048.865217,"[0, 0, 0]",0.0,2020-03-17
"Ottawa, Michigan","[ 2.67873848e+00 -1.05629858e-01  1.16840155e+02  1.18395597e+01
 -1.31734455e+01]",1832580583002.5852,[ 7.50291840e+01  2.33871642e-02 -7.91232227e+01],0.15166161737392436,2020-03-15
"Presque Isle, Michigan",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-04-03
"Roscommon, Michigan",[-17.68198218 -11.07013945  18.43599916  32.17873546   3.92001781],0.021907200093903487,[ 2.3400775  0.0714343 -2.3558376],0.03018643458765697,2020-03-22
"Saginaw, Michigan","[ 3.16042068e+00 -2.22402826e-01  3.98125391e+02  1.30619486e+01
 -7.29162865e+00]",73491953686.07147,[ 7.87416029e+01  6.85838439e-02 -9.57722423e+01],4.039645624899915,2020-03-21
"St. Clair, Michigan",[  9.0801865   -0.28868383 235.94285709  17.87334755   2.56666561],1123366950986.738,[ 14.5947474    0.08658854 -26.06747793],2.6154474280290634,2020-03-12
"St. Joseph, Michigan",[48.91642896 -0.29334012 23.09403301 -6.44574884  0.85761251],185231028940538.72,"[0, 0, 0]",0.0,2020-03-30
"Sanilac, Michigan",[ 2.01975175 -0.32456164 25.0258306   8.07645521  0.21004566],472406362594.8965,"[0, 0, 0]",0.0,2020-03-25
"Schoolcraft, Michigan","[ 2.89031352e-05 -1.25538997e+00  2.13499858e+00  1.38796408e+01
  9.56549913e-01]",12919189.217548339,[ 1.00540073  0.14094744 -0.25498626],0.013452375667285596,2020-03-31
"Shiawassee, Michigan",[0 0 0 0 0],0.0,[ 13.61878282   0.08646546 -11.90295431],0.29473596992633116,2020-03-26
"Tuscola, Michigan",[ 4.49672214 -0.25729559 53.83545756 10.7732721  -0.2671197 ],149461429922.9851,[ 18.34538865   0.05559988 -21.23126853],0.2304753075075491,2020-03-21
"Van Buren, Michigan",[ 0.87390237 -0.16592548 32.60148234  9.82678478 -4.84210363],6904546738564.084,"[0, 0, 0]",0.0,2020-03-25
"Washtenaw, Michigan",[349.71740905 -18.73288223 540.0952387   20.65643536  91.90476111],1.8134369491990282e+19,[ 3.96731777e+02  3.57475563e-02 -4.74499370e+02],58.64579262592977,2020-03-12
"Wayne, Michigan","[ 3.81789163e+00 -2.30549239e-01  1.33307923e+04  1.89179950e+01
 -1.46487001e+02]",1798996648.5714283,[ 2.36862235e+03  5.54236583e-02 -3.41849678e+03],9760.562750665367,2020-03-10
"Wexford, Michigan",[48.66957633 -0.51114099  6.21177262  5.99620941  0.96317706],531215089635282.25,[ 15.13916198   0.01738545 -15.16668407],0.0246469421811955,2020-03-21
"Aitkin, Minnesota",,,,,
"Anoka, Minnesota",[  7.34054409  -0.14584358 109.63788736  16.65733316  -0.94164174],37191416936.5017,[ 7.56356994  0.06872545 -9.61017895],0.10227766271548688,2020-03-10
"Becker, Minnesota","[ 1.94235947e-09 -1.37358168e+00  2.53593671e+01  1.22895340e+01
 -2.32857061e+01]",inf,[ 3.24262542e+03  6.16668208e-05 -3.24122538e+03],0.0,2020-04-11
"Beltrami, Minnesota",[-16.34824438  -9.34125381  17.61203609  26.92278841   4.39998026],0.005173333334372818,"[0, 0, 0]",0.0,2020-03-27
"Benton, Minnesota","[ 1.70201270e-03 -2.01359385e-01  1.40576537e-11  5.97368785e+00
  1.00000000e+00]",1.7497832442507407e-24,[6.82961611e-16 1.00000001e+00 9.99997952e-01],9.15703983902452e-09,2020-03-16
"Big Stone, Minnesota",[31.16006064 -0.66138624 31.39523766 52.07528554  1.        ],1.7933757497507548,[6.55200390e-15 1.00000001e+00 9.99999944e-01],1.2552929370570146e-12,2020-03-23
"Blue Earth, Minnesota",[ 6.58754185 -0.22732235 23.33544248 10.03779695  1.90922696],5868038529241.309,[ 22.8457105    0.02504071 -22.87532897],0.08287560218474886,2020-03-16
"Brown, Minnesota",[ 5.74080556 -1.89835051  4.90646809  4.82852288  2.13479319],10984858955168.973,"[0, 0, 0]",0.0,2020-03-31
"Carlton, Minnesota",[ 43.89642994  -0.18543641  45.14229564 -11.27030191  -6.00809013],71765514694146.9,[ 7.77675673e+01  2.04921391e-02 -7.74047966e+01],0.06245705098566153,2020-03-31
"Carver, Minnesota","[ 9.52784263e+00 -2.45496239e-01  1.15787173e+01  5.50735043e+00
  7.37844055e-03]",18714837735918.566,[3.03120791e-14 9.99999991e-01 6.22606346e+00],92.015099115618,2020-03-08
"Cass, Minnesota",[-17.85689189  -7.13452415  19.82822342  50.91730049   1.91666666],0.0031432748538011684,[0.30089393 0.11470135 0.40163516],0.0060256712103045245,2020-03-23
"Chippewa, Minnesota",,,,,
"Chisago, Minnesota",[-38.29046913  -6.5455056   21.07019767  29.67566355   3.74082425],0.007083177466236432,[ 3.97084572  0.0374289  -2.99678743],0.00332074384793726,2020-03-20
"Clay, Minnesota",[ 1.45609997 -0.24177825 57.74593316 19.98286229  1.58446795],3302746713050.7285,[ 3.19635687  0.1062493  -3.06462298],0.0840561309540781,2020-03-20
"Clearwater, Minnesota",[-16.98389002 -10.71428939  17.21384648  26.80329823   2.00009145],0.0006015037832941736,[1.11085473e-03 3.90222342e-01 1.79685830e+00],0.009195251658693433,2020-03-28
"Cook, Minnesota",,,,,
"Cottonwood, Minnesota",[22.69768101 -1.56048331  4.41201935  0.92166213  0.92755317],1243608870214036.8,"[0, 0, 0]",0.0,2020-03-29
"Crow Wing, Minnesota",[14.81986571 -0.29656035 21.01551349 -3.31456375 -2.08318112],6145210246524.162,"[0, 0, 0]",0.0,2020-04-01
"Dakota, Minnesota","[ 1.81696689e+02 -1.11403287e-01  1.53710708e+02 -2.19847013e+01
 -1.01218089e+01]",877592096662842.5,[ 5.43293452e+01  3.29893312e-02 -5.85913153e+01],0.21685587762610542,2020-03-12
"Dodge, Minnesota",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-21
"Douglas, Minnesota","[ 7.30589590e+01 -6.68558434e-01  4.35595116e-09 -1.10635395e+01
  9.99999996e-01]",9.945061108068314e-24,[4.99294092e-17 9.16389534e-01 1.00000000e+00],inf,2020-03-29
"Faribault, Minnesota",[-16.96860426  -9.73394537  17.88862393  26.85893685   2.80004145],0.003360000004581129,"[0, 0, 0]",0.0,2020-03-27
"Fillmore, Minnesota",[ 0.71308722 -0.51151029  7.91995213  9.95655886  2.06816781],197367159279.434,"[0, 0, 0]",0.0,2020-03-20
"Freeborn, Minnesota",[ 25.27499287  -0.20771372  40.7605266  -10.85900246  -8.36351315],29684870926765.715,"[0, 0, 0]",0.0,2020-04-01
"Goodhue, Minnesota",[ 1.39769679 -0.36105476 16.75611293 10.41166194  0.96439196],486915213949.9704,[ 4.26866969e+01  1.79287579e-02 -4.31354310e+01],0.05943124211383596,2020-03-25
"Grant, Minnesota",,,,,
"Hennepin, Minnesota",[0 0 0 0 0],0.0,[ 63.93958853   0.07038463 -59.57033864],4.895108765126186,2020-03-12
"Houston, Minnesota",[-2.3085381  -1.16139083 49.98624533 29.19770551  1.        ],6.443099856972826,[-3.85143979e-14  8.97732326e-01  1.00000000e+00],inf,2020-04-05
"Hubbard, Minnesota",,,,,
"Isanti, Minnesota",[-69.53125061 -11.27971395   2.89064166  26.48303329   3.22218623],0.003266856604175321,"[0, 0, 0]",0.0,2020-03-29
"Itasca, Minnesota","[ 4.11909157e-07 -3.30873680e+00  1.05586224e+00  6.92017818e+00
  9.52376112e-01]",777.2654889569296,[ 3.01205984e+03  1.70847140e-05 -3.01064804e+03],0.0,2020-03-30
"Jackson, Minnesota",[ 4.97413719 -0.66882102 19.82216438 55.79888883  1.        ],1.6374893942176951,[7.23946132e-15 1.00000001e+00 9.99999455e-01],6.981555236882823e-11,2020-03-21
"Kanabec, Minnesota",,,,,
"Kandiyohi, Minnesota",[932.29392543 -36.63873202   1.           4.30301857   1.        ],0.018710336324931978,"[0, 0, 0]",0.0,2020-03-26
"Kittson, Minnesota",,,,,
"Koochiching, Minnesota","[ 9.07411713e+00 -4.38505044e-11  6.57585855e+00  1.40387782e+01
  3.47252125e-01]",0.00033894963814219985,[-2.67576484e-15  9.99969195e-01  1.00000000e+00],-1.7212083394272692e+28,2020-04-02
"Lac qui Parle, Minnesota",[31.16006064 -0.66138624 31.39523766 52.07528554  1.        ],1.7933757497507548,[6.55200390e-15 1.00000001e+00 9.99999944e-01],1.2552929370570146e-12,2020-03-23
"Lake, Minnesota",,,,,
"Lake of the Woods, Minnesota",,,,,
"Le Sueur, Minnesota",[ 0.2956889  -0.28405226 25.05411867  9.15142162 -3.99970743],4424212055100.09,"[0, 0, 0]",0.0,2020-03-22
"Lincoln, Minnesota",[ 50.27959927 -37.34566979   1.           9.39951246   1.        ],0.012933887933428428,"[0, 0, 0]",0.0,2020-03-27
"Lyon, Minnesota",[ 21.92514557  -0.20970969  10.48823226 -15.98240534  -5.03934953],18484332810376.95,"[0, 0, 0]",0.0,2020-03-28
"McLeod, Minnesota",[-9.56312348 -7.09269633 38.53593066 16.25445229  1.58336916],0.0013888888962224713,"[0, 0, 0]",0.0,2020-04-04
"Mahnomen, Minnesota",[14.25487523 -0.66425259 18.08999081 48.75351358  1.        ],8.835680035694228,[1.01703060e-17 9.12918233e-01 1.00000000e+00],inf,2020-03-27
"Marshall, Minnesota",,,,,
"Martin, Minnesota",[ 1.36960145 -0.24327436 38.8083804   9.93539709 -0.53436137],372540395795.3793,"[0, 0, 0]",0.0,2020-03-17
"Meeker, Minnesota","[ 1.82629856e-08 -3.08356459e+00  1.19100532e+00  1.53737591e+01
  9.86728765e-01]",479.2062058959651,[0.14064706 0.16575665 0.74822861],0.004036806418737693,2020-03-30
"Mille Lacs, Minnesota",,,,,
"Morrison, Minnesota",,,,,
"Mower, Minnesota",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-19
"Murray, Minnesota",[-8.53221522 -1.84243041 49.99930444 20.08834659  1.        ],4.379820409276784,[4.97688782e-13 7.46031269e-01 1.00000000e+00],inf,2020-04-06
"Nicollet, Minnesota",[0 0 0 0 0],0.0,[0.55566014 0.08038361 1.4871388 ],0.0037088601449812852,2020-03-17
"Nobles, Minnesota","[ 6.05468774e-06 -2.11128422e+00  1.64177094e+00  9.00678245e+00
  9.08095362e-01]",8480766.621755717,[ 0.9250063   0.20053465 -0.11820411],0.19310108203988266,2020-04-10
"Norman, Minnesota",[ 1.         -2.         50.         10.          0.99999981],inf,"[0, 0, 0]",0.0,2020-04-15
"Olmsted, Minnesota","[ 6.41014565e+00 -1.55718373e-01  1.90763474e+02  1.31102568e+01
 -4.82554343e+00]",5852074.126531327,[ 4.24728601e+01  4.64948492e-02 -5.13444727e+01],0.6223098093659556,2020-03-11
"Otter Tail, Minnesota",[-16.99994698 -49.77240249  16.65405785  29.30790126   2.22225002],0.004976258311969968,[ 1.72197486  0.07052726 -1.12796802],0.008276663955436902,2020-03-29
"Pennington, Minnesota",,,,,
"Pine, Minnesota",[ -4.13032705 -27.17378571   2.86666239   4.47108332   2.800001  ],45585291267.931046,"[0, 0, 0]",0.0,2020-04-08
"Pipestone, Minnesota",[-2.3085381  -1.16139083 49.98624533 29.19770551  1.        ],6.443099856972826,[-3.85143979e-14  8.97732326e-01  1.00000000e+00],inf,2020-04-05
"Polk, Minnesota",[-74.38256391  -0.99038415  38.64308845  29.80470596   1.        ],52.551050240572934,[4.68688608e-14 9.99919985e-01 1.00000000e+00],9.906497921156457e-05,2020-04-04
"Pope, Minnesota",,,,,
"Ramsey, Minnesota","[ 1.35825111e+01 -1.26201705e-01  2.49026905e+02  1.35179900e+01
 -3.70926742e+00]",664909254239.4585,[6.59214673e-16 9.99999942e-01 4.59396623e+01],6.891063340078714,2020-03-06
"Red Lake, Minnesota",[ 7.27912082 -1.99238949 50.00000881 20.79687843  0.99999999],inf,[3.11909809e-09 2.92292220e-01 9.99999995e-01],inf,2020-04-12
"Redwood, Minnesota",[-8.53221522 -1.84243041 49.99930444 20.08834659  1.        ],4.379820409276784,[4.97688782e-13 7.46031269e-01 1.00000000e+00],inf,2020-04-06
"Renville, Minnesota",[12.62222948 -0.22198016  2.6211393  13.68489838  0.92647416],87454972173681.6,[0.14495428 0.0902933  0.70735964],0.0012399803658640837,2020-03-14
"Rice, Minnesota",[-11.85213417 -25.72096858  16.67852969  41.56926252   3.00001017],0.0025287356323563433,"[0, 0, 0]",0.0,2020-03-18
"Rock, Minnesota",[-2.65767493 -2.03465676 72.22518756 25.23161912  1.99999997],inf,[-1.88439290e-09  3.56494531e-01  2.00000000e+00],inf,2020-04-12
"Roseau, Minnesota",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"St. Louis, Minnesota",[ 4.06860889 -0.17880531 63.00709719 12.35081183  0.39449273],1257206751430.2666,[ 10.40934755   0.06763667 -10.13938254],0.20204964110827225,2020-03-21
"Scott, Minnesota",[ 62.00096496  -0.09905453  33.83947456 -27.1511215   -4.89861926],63605161700887.66,[ 3.55867944e+02  2.09165705e-03 -3.54826477e+02],0.028158435054744285,2020-03-19
"Sherburne, Minnesota",[ 4.27274147 -0.54705082  9.36889542  2.82688151  0.07568624],1511178652425.749,"[0, 0, 0]",0.0,2020-03-23
"Sibley, Minnesota","[ 7.06061139e+01 -6.56725104e-01  3.95681209e-14 -1.13838942e+01
  1.00000000e+00]",1.9309708360664647e-29,[4.59176164e-15 1.00000001e+00 9.99999997e-01],1.897715673415936e-15,2020-03-26
"Stearns, Minnesota",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-12
"Steele, Minnesota",[-16.83101789 -10.6286874   18.78846757  32.34349223   6.53844002],0.008092420400994688,"[0, 0, 0]",0.0,2020-03-21
"Stevens, Minnesota",,,,,
"Swift, Minnesota",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"Todd, Minnesota",[-2.65767493 -2.03465676 72.22518756 25.23161912  1.99999997],inf,[-1.88439290e-09  3.56494531e-01  2.00000000e+00],inf,2020-04-12
"Traverse, Minnesota",[  0.84227591  -0.15809482   6.32350919 156.24089691   2.        ],0.2528022998322275,[8.88798200e-16 9.96784554e-01 2.00000000e+00],inf,2020-03-31
"Wabasha, Minnesota",[-17.38311353 -11.05594168  19.96470599  30.45526753   4.88463203],0.0069343477041062355,"[0, 0, 0]",0.0,2020-03-21
"Wadena, Minnesota",,,,,
"Waseca, Minnesota",[ 6.7407448  -0.24993578  2.67434566 -2.3054443   0.3822304 ],129539377886.14005,"[0, 0, 0]",0.0,2020-03-15
"Washington, Minnesota",[ 7.55239536 -0.20325414 92.42054243  7.31738222 -2.99956923],157030447965.98938,[ 1.40974426e+02  1.73091617e-02 -1.48219734e+02],0.5387373667106456,2020-03-15
"Watonwan, Minnesota",[ 4.11974564 -0.66104531  3.95998505 -0.01085896  0.0619913 ],221550470049.24274,"[0, 0, 0]",0.0,2020-03-30
"Wilkin, Minnesota",[-16.96293667 -49.56166417  19.80887676  26.22358254   3.14294883],0.015544217708090226,[ 1.14241043  0.10342738 -0.73908133],0.025181208959624835,2020-03-26
"Winona, Minnesota",[0 0 0 0 0],0.0,[3.46050232 0.11950544 0.1536428 ],0.22367222931637837,2020-03-25
"Wright, Minnesota",[0 0 0 0 0],0.0,[ 1.78757818  0.07559033 -0.90318348],0.005737307583400097,2020-03-13
"Yellow Medicine, Minnesota",[24.77433812 -0.56683884  2.27600217  3.07971814  0.91785103],387682829837767.1,[ 1.03005674  0.08921607 -0.26955191],0.005885405083853688,2020-04-01
"Adams, Mississippi",[  6.03531917  -0.19706563 118.87817977  15.67666562   0.57933553],1102870377247.8533,[ 3.68961501  0.11495474 -3.90971375],0.13507559167306724,2020-03-20
"Alcorn, Mississippi",[  0.1349617   -0.27073025  55.9117075   -0.46298412 -48.85024557],9883859436.618713,"[0, 0, 0]",0.0,2020-03-30
"Amite, Mississippi",[0 0 0 0 0],0.0,[ 5.02032032  0.06658023 -3.63093801],0.019267647322062962,2020-03-25
"Attala, Mississippi",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-21
"Benton, Mississippi",[-16.55998535  -8.94093857  18.08947655  26.77598854   4.33331035],0.0034126984140191593,"[0, 0, 0]",0.0,2020-03-26
"Bolivar, Mississippi",[ 3.76533173 -0.27692856 72.37559326 12.01179887  0.80391076],1246772194.9033396,[ 4.95591639e+01  3.53954278e-02 -5.46835216e+01],0.6172109474054727,2020-03-18
"Calhoun, Mississippi",[ 3.90245126 -0.24142052 47.10591363 14.57922744  1.71292817],169593014204.2418,[1.29580657 0.14668609 0.24839268],0.0469253919779271,2020-03-25
"Carroll, Mississippi",[-97.67519491 -18.77703819   3.79742139  16.55264905   5.11764614],355832680.9016189,"[0, 0, 0]",0.0,2020-03-29
"Chickasaw, Mississippi",[0 0 0 0 0],0.0,[ 7.64847416  0.06292616 -2.80276976],0.11255642241642466,2020-03-22
"Choctaw, Mississippi",[ -12.48843828 -170.99215569    8.41296959   28.04964198    7.26104392],0.01627389210703854,"[0, 0, 0]",0.0,2020-03-24
"Claiborne, Mississippi",[ 4.73121818 -0.44897213  7.78718874  9.49737391  0.86509024],10429185045952.406,[ 0.581927    0.15582733 -0.03211988],0.013489214633463179,2020-03-29
"Clarke, Mississippi",[ 9.57521828 -0.12694073 35.11435309 -3.4684231  -4.07050705],68200524277.97905,[ 18.50557178   0.03649571 -17.9018555 ],0.05091656155620525,2020-03-28
